,name,male,culture,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,popularity,identity,isAlive
556,Guyne,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
557,Gwayne Corbray,1,,House Corbray,0,0,0,1,0,0,1,,0,0,0.043478261,knight,1
558,Gwayne Gaunt,0,,House Gaunt,0,0,1,0,0,0,1,,0,0,0.036789298,knight,1
559,Gwin Goodbrother,0,Ironborn,House Goodbrother,0,0,0,1,0,0,0,,0,0,0.026755853,noble,1
560,Gyles,0,,Kingsguard,0,0,0,1,0,0,1,,0,0,0.003344482,knight,1
561,Gyleno Dothare,1,Braavosi,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk,1
562,Gyles Farwynd,1,Ironborn,House Farwynd of the Lonely Light,0,0,0,1,0,0,0,,0,0,0.010033445,noble,1
563,Gwynesse Harlaw,0,Ironborn,House Harlaw,0,0,0,1,0,0,0,,0,0,0.056856187,noble,1
564,Gyles Grafton,1,,House Grafton,0,0,0,1,0,0,0,,0,0,0.016722408,noble,1
565,Gyloro Dothare,1,Braavosi,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk,1
566,Gyles III Gardener,1,,,0,0,0,0,0,0,0,,0,0,0.02006689,king,1
567,Gynir,1,,House Greyjoy,0,1,0,0,1,0,0,,0,0,0.026755853,smallfolk,0
568,Haggon,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.02006689,warrior,1
569,Gysella Goodbrother,0,Ironborn,House Goodbrother,0,0,0,1,0,0,0,,0,0,0.026755853,noble,1
570,Hali,0,Free Folk,,1,0,0,0,0,0,0,,0,0,0.02006689,warrior,0
571,Haldon,1,,House Targaryen,0,0,0,0,1,0,0,,0,0,0.127090301,official,1
572,Harbert Paege,0,,House Paege,0,0,0,0,0,0,1,,0,0,0.013377926,knight,1
573,Hamish the Harper,0,,,0,0,1,1,1,0,0,,0,0,0.02006689,smallfolk,0
574,Halys Hornwood,1,Northmen,House Hornwood,1,1,0,1,0,1,1,,0,0,0.107023411,lord,0
575,Harghaz,1,Ghiscari,,0,0,0,0,1,0,0,,0,0,0.023411371,smallfolk,0
576,Hareth (Mole's Town),1,,Night's Watch,0,0,0,0,0,0,0,,0,0,0.050167224,warrior,1
577,Harlan Grandison,1,,House Grandison,0,0,1,0,0,0,1,,0,0,0.016722408,noble,0
578,Harle the Handsome,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.013377926,warrior,1
579,Harle the Huntsman,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.016722408,warrior,1
580,Harlon Botley,1,Ironborn,House Botley,0,0,0,1,0,0,0,,0,0,0.046822742,noble,1
581,Harmund Sharp,1,Ironborn,House Sharp,0,0,0,1,0,0,0,,0,0,0.010033445,noble,1
582,Harlon Greyjoy,1,Ironborn,House Greyjoy,0,0,0,1,0,0,0,,0,0,0.063545151,noble,1
583,Harodon,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
584,Harra,0,,House Whent,0,1,0,0,0,0,0,,0,0,0.016722408,smallfolk,0
585,Harrag Sharp,0,Ironborn,House Sharp,0,1,0,0,0,0,0,,0,0,0.016722408,noble,0
586,Harrag Hoare,1,Ironborn,,0,0,0,0,0,0,0,,0,0,0.026755853,king,1
587,Harren Half-Hoare,1,Ironborn,,0,0,0,1,1,0,0,,0,0,0.016722408,warrior,1
588,Harren Botley,0,Ironborn,House Botley,0,0,0,1,0,0,0,,0,0,0.060200669,noble,0
589,Harrold Osgrey,1,,House Osgrey,0,0,0,0,0,0,1,,0,0,0.023411371,knight,1
590,Harry Sawyer,0,,House Sawyer,0,0,0,1,0,0,1,,0,0,0.016722408,knight,1
591,Harsley,1,,,0,0,1,0,1,0,0,,0,0,0.003344482,smallfolk,0
592,Harwyn Hoare,1,,,0,0,0,0,0,0,0,,0,0,0.100334448,king,1
593,Hayhead,1,Northmen,House Stark,0,1,0,0,0,0,0,,0,0,0.016722408,smallfolk,1
594,Hazrak zo Loraq,1,Ghiscari,House of Loraq,0,0,0,0,1,0,0,,0,0,0.010033445,noble,1
595,Harwyn Plumm,1,,House Plumm,0,0,1,1,0,0,1,,0,0,0.046822742,noble,1
596,Helicent Uffering,0,,House Uffering,0,0,0,0,0,0,0,100,0,0,0.023411371,noble,0
597,Helliweg,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,official,1
598,Helly,0,,,0,0,1,1,0,0,0,,0,0,0.013377926,smallfolk,1
599,Helya,0,,House Greyjoy,0,1,1,1,0,0,0,,0,0,0.016722408,smallfolk,1
600,Henk,1,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk,1
601,Henly (House Ashford),0,,House Ashford,0,0,0,0,0,0,0,,0,0,0.006688963,smallfolk,1
602,Herbert Bolling,0,,House Bolling,0,0,0,1,0,0,1,,0,0,0.010033445,knight,1
603,Hendry Bracken,0,,House Bracken,0,1,0,0,0,0,0,,0,0,0.040133779,noble,0
604,Heward,0,northmen,House Stark,1,0,0,0,0,0,0,,0,0,0.02006689,smallfolk,0
605,Hibald,1,,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk,1
606,Hilmar Drumm,1,Ironborn,House Drumm,0,0,0,1,0,0,0,,0,0,0.006688963,noble,1
607,Hod,1,,,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
608,Hoke,0,,House Lannister,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
609,Holger,0,Vale mountain clans,Stone Crows,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
610,Hop-Robin,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.033444816,warrior,1
611,Hugh Beesbury,0,,House Beesbury,0,0,0,1,0,0,1,,0,0,0.013377926,knight,1
612,Humfrey Clifton,1,,House Clifton,0,0,0,0,1,0,1,,0,0,0.013377926,knight,1
613,Hunnimore,0,,,0,0,0,0,0,0,1,,0,0,0,official,1
614,Husband,1,,,0,0,1,1,0,1,0,,0,0,0.043478261,smallfolk,1
615,Illifer,1,,,0,0,0,1,0,0,1,65,0,0,0.040133779,knight,1
616,Ironbelly,1,,,0,1,1,0,0,0,0,,0,0,0.010033445,smallfolk,1
617,Jaehaerys Targaryen (son of Aegon II),1,,House Targaryen,0,0,0,0,0,0,1,6,0,0,0.18729097,noble,0
618,Jaehaera Targaryen,0,Valyrian,House Targaryen,0,0,0,0,0,1,1,10,0,0,0.280936455,official,0
619,Jaggot,0,Vale mountain clans,Stone Crows,1,0,0,0,0,0,0,,0,0,0,smallfolk,1
620,Jaehaerys II Targaryen,1,,,0,0,0,0,0,0,0,,0,0,0.494983278,king,0
621,Jaime Frey,1,,House Frey,0,0,0,1,0,0,0,6,0,0,0.127090301,noble,1
622,Jaehaerys I Targaryen,1,,,0,0,0,0,0,0,0,,5,1,0.658862876,king,0
623,Jate,0,,,0,0,0,1,0,0,0,,0,0,0,smallfolk,0
624,Jate Blackberry,1,,House Blackberry,0,0,1,0,0,0,0,,0,0,0.010033445,warrior,1
625,Jasper Waynwood,1,,House Waynwood,0,0,0,1,0,0,0,,0,0,0.056856187,noble,1
626,Jayde,0,,Chataya's brothel,0,0,1,0,0,0,0,,0,0,0.02006689,smallfolk,1
627,Jeffory Norcross,1,,House Norcross,0,0,0,1,0,0,1,,0,0,0.006688963,noble,1
628,Jeffory Mallister,1,,House Mallister,0,1,0,0,0,0,0,,0,0,0.02006689,official,1
629,Jayne Bracken,0,,House Bracken,0,0,0,0,1,0,0,,0,0,0.030100334,noble,1
630,Squinty Jeyne,0,,House Osgrey,0,0,0,0,0,0,0,,0,0,0.006688963,smallfolk,1
631,Jeyne Fossoway,0,,House Fossoway of New Barrel,0,0,0,1,0,1,0,,0,0,0.053511706,noble,1
632,Jeyne Heddle,0,,Brotherhood Without Banners,0,0,0,1,0,0,0,24,0,0,0.033444816,smallfolk,1
633,Jeyne Swann,0,,House Swann,0,0,1,0,0,0,0,,0,0,0.016722408,noble,1
634,Jeyne Westerling (wife of Maegor I),0,,House Westerling,0,0,1,0,0,1,1,20,0,0,0.110367893,official,0
635,Jeyne Waters,1,Westeros,,0,0,0,0,0,0,0,100,0,0,0.073578595,smallfolk,0
636,Jeyne Westerling,0,Westermen,House Westerling,0,0,1,1,0,1,1,22,0,0,0.424749164,official,1
637,Jocelyn Swyft,0,,House Swyft,0,0,0,1,1,0,0,,0,0,0.016722408,noble,1
638,Jodge,1,,House Lannister,0,1,0,0,0,0,0,,0,0,0.003344482,noble,1
639,Joanna Swyft,0,,House Swyft,0,0,1,1,0,0,0,,0,0,0.023411371,noble,1
640,Joanna Lannister,0,Westerman,House Lannister,1,1,1,1,1,1,1,28,5,1,0.230769231,noble,0
641,Johanna Swann,0,,House Swann,0,0,0,0,0,0,0,,0,0,0.02006689,noble,1
642,Jommo,1,Dothraki,,1,0,0,1,0,0,0,,0,0,0.010033445,warrior,1
643,Jommy,1,,House Baratheon,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
644,Jon Cupps,1,,House Cupps,0,0,0,1,0,1,1,,0,0,0.050167224,knight,1
645,Jon Heddle,1,,House Heddle,0,0,0,1,0,0,1,,0,0,0.006688963,knight,1
646,Jon Hollard,1,,House Hollard,0,0,0,1,0,0,1,,0,0,0.026755853,knight,1
647,Jon Penny,0,,House Penny,0,0,0,1,0,0,0,,0,0,0.006688963,smallfolk,1
648,Jon Penrose,1,,House Penrose,0,0,0,0,0,0,1,,0,0,0.016722408,knight,1
649,Jon Pox,1,,,0,0,0,1,0,0,0,,0,0,0.016722408,official,1
650,Jon Vance,1,,,0,0,0,1,0,0,1,,0,0,0.023411371,official,1
651,Jon Umber (Smalljon),1,Northmen,House Umber,1,1,1,1,1,0,0,,0,0,0.070234114,noble,0
652,Jon Umber (Greatjon),1,Northmen,House Umber,1,1,1,1,1,0,1,,0,0,0.183946488,noble,1
653,Jon Waters,1,,,0,0,0,1,0,0,1,100,0,0,0.076923077,knight,0
654,Jorquen,1,,Night's Watch,0,0,0,1,0,0,0,,0,0,0.003344482,official,1
655,Jorgen,1,,House Webber,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
656,Joseran,0,,,0,0,0,1,0,0,1,,0,0,0.003344482,official,1
657,Joseth,1,,House Stark,1,1,0,0,0,0,0,,0,0,0.030100334,official,1
658,Joseth Mallister,0,,House Mallister,0,0,0,0,0,0,1,,0,0,0.013377926,knight,1
659,Joss,1,,,1,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
660,Joss the Gloom,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
661,Joth Quickbow,0,,,0,0,1,0,0,0,0,,0,0,0,smallfolk,1
662,Josua Willum,1,,House Willum,0,1,0,0,0,0,0,,0,0,0.013377926,knight,1
663,Jurne,0,,,0,1,1,1,0,0,1,,0,0,0.013377926,official,1
664,Jothos Slynt,1,,House Slynt,0,0,1,0,0,0,0,,0,0,0.023411371,noble,1
665,Jyck,1,,House Lannister,1,0,0,0,0,0,0,,0,0,0.030100334,smallfolk,0
666,Jyzene,0,,,0,0,1,1,0,0,0,,0,0,0.013377926,smallfolk,1
667,Kegs,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.016722408,smallfolk,1
668,Kella,0,,House Baelish,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
669,Kemmett Pyke,0,Ironborn,,0,0,0,1,1,0,0,,0,0,0.010033445,warrior,1
670,Kenned,0,Ironborn,,0,1,0,0,0,0,0,,0,0,0.006688963,warrior,0
671,Ketter,0,,Night's Watch,1,0,0,0,0,0,0,,0,0,0,warrior,1
672,Kirby Pimm,1,,,0,0,0,0,0,0,1,,0,0,0,knight,1
673,Kojja Mo,0,Summer Isles,,0,0,0,1,0,0,0,,0,0,0.016722408,warrior,1
674,Kirth Vance,1,,House Vance of Atranta,0,0,1,1,0,0,0,,0,0,0.026755853,noble,1
675,Koss,1,,,0,1,0,0,0,0,0,,0,0,0.036789298,warrior,0
676,Kromm,0,ironborn,House Greyjoy,0,1,0,0,0,0,0,,0,0,0.006688963,smallfolk,0
677,Kurz,1,,,0,1,0,0,0,0,0,,0,0,0.036789298,warrior,0
678,Kyle,1,,,0,0,0,0,0,0,1,,0,0,0.026755853,knight,1
679,Kyle (brotherhood),0,,Brotherhood without banners,0,0,0,0,0,0,0,,0,0,0,smallfolk,0
680,Kyle Royce,1,,House Royce,0,1,0,0,0,0,0,,0,0,0.02006689,official,1
681,Kyleg,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.010033445,smallfolk,1
682,Kym,0,,,0,1,0,0,0,0,1,,0,0,0,official,1
683,Lamprey,1,,House Baratheon of Dragonstone,0,0,1,0,0,0,0,,0,0,0.010033445,smallfolk,1
684,Lancel V Lannister,0,,,0,0,0,0,0,0,0,,0,0,0.02006689,king,1
685,Lanna,0,,,0,0,1,1,0,0,0,20,0,0,0.02006689,smallfolk,1
686,Lanna (Happy Port),0,Braavosi,Happy Port,0,0,0,1,0,0,0,19,0,0,0.026755853,smallfolk,1
687,Larraq,1,Ghiscari,,0,0,0,0,1,0,0,,0,0,0.02006689,noble,1
688,Layna,0,,,0,1,0,0,0,0,0,26,0,0,0.023411371,smallfolk,1
689,Lem,1,,Brotherhood without banners,0,0,1,1,0,0,0,,0,0,0.08361204,smallfolk,1
690,Leana Frey,0,,House Frey,0,0,0,1,0,0,0,6,0,0,0.073578595,noble,1
691,Lennocks,1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
692,Lem (Standfast),0,,House Osgrey,0,0,0,0,0,0,0,100,0,0,0.013377926,smallfolk,0
693,Lenn,0,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk,1
694,Lenyl,1,Free Folk,,0,0,1,1,1,0,0,,0,0,0.010033445,smallfolk,1
695,Lenwood Tawney,1,Ironborn,House Tawney,0,0,0,1,0,0,0,,0,0,0.010033445,noble,1
696,Leo Tyrell (Longthorn),1,Reach,House Tyrell,0,0,1,0,0,0,1,,0,0,0.053511706,lord,1
697,Leona Tyrell,0,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.123745819,noble,1
698,Leo Tyrell (son of Victor),1,,House Tyrell,0,0,1,1,0,1,1,,0,0,0.130434783,knight,1
699,Lester,0,,House Lannister,0,0,1,1,0,0,0,,0,0,0.016722408,smallfolk,1
700,Lew (guard),0,Northmen,House Stark,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
701,Lewis Lanster,1,,Windblown,0,0,0,0,1,0,0,,0,0,0.006688963,smallfolk,1
702,Lewys Piper,1,Rivermen,House Piper,0,0,0,1,1,0,0,,0,0,0.033444816,noble,1
703,Leyla Hightower,0,,House Hightower,0,0,0,1,0,1,0,,0,0,0.050167224,noble,1
704,Lia Serry,0,,House Serry,0,0,1,1,0,1,0,,0,0,0.137123746,noble,1
705,Liane Vance,0,,House Vance of Wayfarer's Rest,0,0,0,1,0,0,0,,0,0,0.016722408,noble,1
706,Lister,1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
707,Long Lew,1,,House Tully,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
708,Lorcas,1,,,0,0,0,1,0,0,0,64,0,0,0.010033445,smallfolk,1
709,Lorent Lorch,0,,House Lorch,0,0,0,1,1,0,1,,0,0,0.010033445,knight,1
710,Lorimer,1,,House Lefford,0,0,0,1,0,0,1,,0,0,0.013377926,official,0
711,Lorren,1,,,0,1,0,0,0,0,0,,0,0,0.023411371,warrior,0
712,Lothar,1,,,0,0,0,0,0,0,1,,0,0,0,official,1
713,Lorent Tyrell,0,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.127090301,noble,1
714,Lotho Lornel,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.006688963,smallfolk,1
715,Lucan,1,,House Whent,0,1,0,0,0,0,0,,0,0,0.013377926,smallfolk,0
716,Lucamore Strong,1,,House Strong,0,0,0,1,0,0,1,,0,0,0.016722408,knight,1
717,Lucantine Woodwright,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,knight,1
718,Lucas Nayland,0,,House Nayland,0,0,0,0,0,0,1,,0,0,0.003344482,knight,1
719,Lucas Roote,1,,House Roote,0,0,1,0,0,0,0,,0,0,0.013377926,noble,0
720,Lucifer Hardy,1,,House Hardy,0,0,0,1,0,0,1,,0,0,0.006688963,noble,1
721,Luco Prestayn,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.003344482,warrior,1
722,Lucimore Botley,0,Ironborn,House Botley,0,0,0,1,0,0,0,,0,0,0.046822742,noble,1
723,Lucos,1,,,0,0,0,1,0,0,0,,0,0,0.006688963,official,1
724,Luke of Longtown,0,,Night's Watch,0,0,0,0,1,0,0,,0,0,0.013377926,warrior,1
725,Lucas Tyrell,1,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.123745819,noble,1
726,Lum,1,westermen,House Lannister,0,0,1,1,0,0,0,,0,0,0.013377926,smallfolk,1
727,Luton,1,Northmen,House Bolton,0,0,0,0,1,0,0,,0,0,0.023411371,warrior,0
728,Luthor Tyrell (son of Moryn),0,,House Tyrell,0,0,1,1,0,1,1,,0,0,0.130434783,knight,1
729,Luthor Tyrell (son of Theodore),1,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.137123746,noble,1
730,Lymond Mallister,0,,House Mallister,0,0,0,0,0,0,1,,0,0,0.013377926,noble,1
731,Lync,0,,Night's Watch,0,1,0,0,0,0,0,,0,0,0.006688963,smallfolk,1
732,Lyonel (knight),1,,House Lannister,0,1,0,0,0,0,1,,0,0,0.013377926,knight,1
733,Lyonel Bentley,0,,Queensguard,0,0,0,0,0,0,1,,0,0,0.013377926,knight,0
734,Lyonel Tyrell (lord),1,Reach,House Tyrell,0,0,0,0,0,0,1,,0,0,0.02006689,noble,0
735,Lysa Meadows,0,,House Meadows,0,0,1,1,0,1,0,,0,0,0.130434783,noble,1
736,Lyonel Tyrell (son of Leo),0,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.130434783,noble,1
737,Maddy,0,,House Arryn,0,0,0,1,1,0,0,,0,0,0.013377926,smallfolk,1
738,Maerie (Goodwife),0,,,0,0,1,0,0,0,1,,0,0,0.003344482,smallfolk,1
739,Maerie (Whore),0,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,0
740,Maggy,1,,,0,0,1,1,0,0,0,,0,0,0.056856187,smallfolk,1
741,Malcolm,0,,,0,1,0,0,0,0,1,,0,0,0.006688963,knight,1
742,Malleon,1,,,1,0,0,0,0,0,1,,0,0,0.016722408,official,1
743,Malliard,1,,Alchemists' Guild,0,1,0,0,0,0,1,,0,0,0.006688963,magician,1
744,Mallor (Knight),1,,,0,0,0,0,0,0,1,,0,0,0,knight,1
745,Mallor,0,,House Lannister,1,0,0,0,0,0,0,,0,0,0.006688963,knight,1
746,Manfred Dondarrion,1,,House Dondarrion,0,0,0,0,0,0,1,,0,0,0.010033445,knight,1
747,Manfred Lothston,1,,House Lothston,0,0,0,0,0,0,0,,0,0,0.010033445,warrior,1
748,Manfred Swann,0,,House Swann,0,0,1,0,0,0,1,,0,0,0.016722408,knight,1
749,Manfryd Lothston,1,,House Lothston,0,0,0,1,0,0,0,,0,0,0.006688963,noble,1
750,Manfryd Yew,0,,House Yew,0,0,0,1,1,0,1,,0,0,0.02006689,knight,1
751,Marei,1,,Chataya's brothel,0,1,1,1,1,0,0,25,0,0,0.043478261,smallfolk,1
752,Marghaz zo Loraq,1,Ghiscari,House of Loraq,0,0,0,0,1,0,0,,0,0,0.033444816,official,1
753,Maris,0,Free folk,,0,0,0,0,1,0,0,,0,0,0.006688963,smallfolk,1
754,Marq Grafton,1,,House Grafton,0,0,0,1,0,0,0,,0,0,0.030100334,warrior,0
755,Martyn Mullendore,0,,House Mullendore,0,0,0,1,0,0,1,,0,0,0.006688963,noble,1
756,Maslyn,0,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.013377926,smallfolk,0
757,Mathos Mallarawan,0,Qartheen,,0,1,0,0,0,0,0,,0,0,0.016722408,noble,1
758,Matrice,0,,House Baratheon of Dragonstone,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
759,Matt,1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
760,Maynard,1,,,0,0,1,1,0,0,1,,0,0,0.013377926,knight,1
761,Maynard Plumm,1,,House Plumm,0,0,0,0,0,0,1,,0,0,0.023411371,knight,1
762,Mazdhan zo Loraq,1,Ghiscaricari,House of Loraq,0,0,0,0,1,0,0,,0,0,0.010033445,noble,1
763,Mebble,1,,,0,1,0,0,0,0,0,,0,0,0.006688963,smallfolk,1
764,Meha,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.006688963,smallfolk,1
765,Mela,0,,House Arryn,0,0,0,1,1,0,0,,0,0,0.010033445,smallfolk,1
766,Meizo Mahr,0,,,0,0,1,0,0,0,0,,0,0,0.006688963,warrior,1
767,Melaquin,0,,,0,0,0,0,0,0,1,,0,0,0,official,1
768,Medwick Tyrell,1,,,0,0,1,1,0,0,1,,0,0,0.120401338,official,1
769,Meliana,0,,,0,0,1,0,0,0,0,,0,0,0,smallfolk,1
770,Melicent,0,,,0,0,0,1,0,0,0,,0,0,0.003344482,official,1
771,Mellei,0,,House Martell,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
772,Melly,0,,Brotherhood Without Banners,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
773,Mellos,1,,,0,0,0,0,0,0,1,,0,0,0.237458194,official,1
774,Meralyn,0,Braavosi,Happy Port,0,0,0,1,0,0,0,,0,0,0.026755853,smallfork,1
775,Merling Queen,0,Braavosi,,0,0,0,1,1,0,0,,0,0,0.02006689,smallfolk,1
776,Mero,1,Braavosi,Second Sons,0,0,1,0,1,0,0,,0,0,0.046822742,smallfolk,0
777,Merrell Florent,1,,House Florent,0,1,1,1,0,0,0,,0,0,0.066889632,noble,1
778,Michael Mertyns,1,,House Mertyns,0,0,0,1,0,0,1,,0,0,0.006688963,noble,1
779,Miklaz,0,Ghiscari,,0,0,0,0,1,0,1,,0,0,0.016722408,noble,1
780,Mollander,1,,,0,0,0,1,0,0,0,,0,0,0.036789298,official,1
781,Mollos,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,official,1
782,Moonshadow,0,Braavos,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
783,Moreo Tumitis,1,,,1,0,0,0,0,0,0,37,0,0,0.010033445,warrior,1
784,Morgarth,1,,House Baelish,0,0,0,1,1,0,1,,0,0,0.016722408,knight,1
785,Moro,1,Dothraki,,1,0,0,1,0,0,0,,0,0,0.016722408,warrior,1
786,Morra,0,,House Martell,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
787,Morrec,1,,House Lannister,1,0,0,0,0,0,0,,0,0,0.026755853,smallfolk,0
788,Mors Manwoody,1,,House Manwoody,0,0,1,1,0,0,0,,0,0,0.023411371,noble,1
789,Mortimer Boggs,1,,House Boggs,0,0,0,0,0,0,1,,0,0,0.013377926,knight,1
790,Mors Martell (brother of Doran),1,,House Martell,0,0,0,1,0,0,0,0,0,0,0.066889632,noble,0
791,Mother Mole,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.043478261,smallfolk,1
792,Mudge (brotherhood),0,,Brotherhood without banners,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
793,Mudge (miller),1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
794,Mudge (swineherd),1,,House Osgrey,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
795,Munciter,1,,Alchemists' Guild,0,1,0,0,0,0,1,,0,0,0.006688963,magician,1
796,Mully,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.050167224,smallfolk,1
797,Murch,1,,,0,1,0,0,0,0,0,,0,0,0.010033445,warrior,1
798,Murch (Winterfell),1,Northmen,House Stark,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
799,Myles (squire),1,,House Tully,0,1,0,0,0,0,0,,0,0,0.013377926,noble,0
800,Myrtle,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.046822742,warrior,0
801,Nage,1,,House Bolton,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
802,Nail,0,,Second Sons,0,0,0,0,1,0,0,,0,0,0.013377926,smallfolk,1
803,Narbert,0,,,0,0,0,1,0,0,1,,0,0,0.026755853,smallfolk,1
804,Narbo,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
805,Nan,0,,House Stark,1,1,1,1,1,0,0,,0,0,0.096989967,smallfolk,1
806,Ned (ferryman),1,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
807,Nella,0,Free Folk,,0,1,1,1,0,1,0,,0,0,0.02006689,noble,1
808,Ned Woods,1,Northmen,House Woods,0,0,0,0,1,0,0,,0,0,0.016722408,noble,1
809,Nissa Nissa,1,,,0,1,0,0,0,1,0,,0,0,0.02006689,magician,1
810,Nightingale,0,,,0,0,0,1,0,0,0,,0,0,0.016722408,smallfolk,1
811,Nolla,0,,,0,0,1,0,0,0,1,,0,0,0,smallfolk,1
812,Norjen,0,Ironmen,Drowned men,0,0,0,1,0,0,0,,0,0,0.006688963,smallfolk,1
813,Norren,1,,,0,0,0,1,0,0,1,,0,0,0.016722408,official,1
814,Nymos,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
815,Normund Tyrell,0,,,0,0,1,1,0,0,1,,0,0,0.127090301,official,1
816,Ocley,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
817,Ogo,1,Dothraki,,1,0,0,0,0,0,0,,0,0,0.036789298,warrior,0
818,Old Crackbones,1,,,0,0,0,1,0,0,0,,0,0,0,warrior,1
819,Old Grey Gull,1,Ironborn,Drowned men,0,0,0,1,1,0,0,,0,0,0.010033445,official,1
820,Old Tattersalt,1,,Night's Watch,0,0,0,1,1,0,0,,0,0,0.013377926,warrior,1
821,Old Henly,1,,Night's Watch,0,0,1,0,0,0,0,79,0,0,0.013377926,smallfolk,0
822,Olyvar Oakheart,1,,House Oakheart,0,0,0,1,0,0,1,,0,0,0.023411371,knight,0
823,Olene Tyrell,0,,House Tyrell,0,0,1,1,0,1,0,,0,0,0.127090301,noble,1
824,Orbelo,1,Braavosi,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfork,1
825,Orivel,1,,Kingsguard,0,0,0,1,0,0,1,,0,0,0.003344482,knight,1
826,Orell,1,Free Folk,,0,1,1,1,1,0,0,,0,0,0.080267559,warrior,0
827,Ormond (knight),0,,,0,0,0,0,0,0,1,,0,0,0,knight,0
828,Ormond Osgrey,0,,House Osgrey,0,0,0,0,0,0,1,,0,0,0.010033445,lord,1
829,Ormond Westerling,0,,House Westerling,0,0,0,0,0,0,1,,0,0,0,knight,1
830,Oro Tendyris,1,Braavosi,,0,1,1,1,0,0,0,,0,0,0.013377926,smallfolk,1
831,Ormund Wylde,1,,House Wylde,0,0,0,0,1,0,1,,0,0,0.013377926,knight,1
832,Osmynd,0,,Faith of the Seven,0,1,0,0,0,0,0,,0,0,0.003344482,official,1
833,Ossy,0,,House Royce of the Gates of the Moon,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
834,Oswyn,0,,Kingswood Brotherhood,0,0,1,0,0,0,0,,0,0,0.003344482,warrior,1
835,Othor,1,,Night's Watch,1,0,0,0,0,0,0,,0,0,0.056856187,warrior,0
836,Otter Gimpknee,0,,,0,1,1,0,0,0,0,,0,0,0.006688963,smallfolk,1
837,Ottomore,1,,,0,0,0,1,0,0,0,,0,0,0.006688963,official,1
