,name,male,culture,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,popularity,identity
535,Gillam,1,,,0,0,0,1,0,0,1,,0,0,0.010033445,smallfolk
536,Gladden Wylde,1,,House Wylde,1,0,0,0,0,0,1,,0,0,0.016722408,knight
537,Glendon Flowers,1,,,0,0,0,0,0,0,1,100,0,0,0.080267559,knight
538,Goady,0,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.016722408,warrior
539,Godwyn,1,,House Lannister,1,0,0,0,0,0,0,,0,0,0,smallfolk
540,Gormond Drumm,1,Ironborn,House Drumm,0,0,0,1,0,0,0,,0,0,0.006688963,noble
541,Gowen Baratheon,1,,House Baratheon,1,0,0,0,0,1,0,,0,0,0.016722408,noble
542,Grance Morrigen,1,,House Morrigen,0,0,0,0,0,0,1,,0,0,0.010033445,knight
543,Grazdan,1,Astapori,,0,0,1,0,0,0,1,,0,0,0.013377926,smallfolk
544,Grazdan zo Galare,1,Meereenese,House of Galare,0,0,0,0,1,0,0,,0,0,0.02006689,noble
545,Green Gergen,1,,,0,0,0,0,0,0,0,,0,0,0,smallfolk
546,Great Walrus,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.013377926,warrior
547,Gretchel,1,,House Arryn,0,0,0,1,1,0,0,,0,0,0.016722408,smallfolk
548,Grey King,1,Ironborn,,0,0,0,0,0,0,0,,0,0,0.076923077,king
549,Griffin King,1,First Men,,0,0,0,0,0,0,0,,0,0,0.02006689,king
550,Grigg,0,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk
551,Grisel,0,,House Baelish,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
552,Grisella,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.010033445,warrior
553,Gulian,0,,,0,0,0,1,0,0,1,,0,0,0.003344482,official
554,Gulian Qorgyle,1,,House Qorgyle,0,0,0,1,0,0,1,,0,0,0.013377926,noble
555,Gurn,0,Vale mountain clans,Stone Crows,1,0,0,0,0,0,0,,0,0,0.003344482,smallfolk
556,Guyne,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official
557,Gwayne Corbray,1,,House Corbray,0,0,0,1,0,0,1,,0,0,0.043478261,knight
558,Gwayne Gaunt,0,,House Gaunt,0,0,1,0,0,0,1,,0,0,0.036789298,knight
559,Gwin Goodbrother,0,Ironborn,House Goodbrother,0,0,0,1,0,0,0,,0,0,0.026755853,noble
560,Gyles,0,,Kingsguard,0,0,0,1,0,0,1,,0,0,0.003344482,knight
561,Gyleno Dothare,1,Braavosi,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk
562,Gyles Farwynd,1,Ironborn,House Farwynd of the Lonely Light,0,0,0,1,0,0,0,,0,0,0.010033445,noble
563,Gwynesse Harlaw,0,Ironborn,House Harlaw,0,0,0,1,0,0,0,,0,0,0.056856187,noble
564,Gyles Grafton,1,,House Grafton,0,0,0,1,0,0,0,,0,0,0.016722408,noble
565,Gyloro Dothare,1,Braavosi,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk
566,Gyles III Gardener,1,,,0,0,0,0,0,0,0,,0,0,0.02006689,king
567,Gynir,1,,House Greyjoy,0,1,0,0,1,0,0,,0,0,0.026755853,smallfolk
568,Haggon,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.02006689,warrior
569,Gysella Goodbrother,0,Ironborn,House Goodbrother,0,0,0,1,0,0,0,,0,0,0.026755853,noble
570,Hali,0,Free Folk,,1,0,0,0,0,0,0,,0,0,0.02006689,warrior
571,Haldon,1,,House Targaryen,0,0,0,0,1,0,0,,0,0,0.127090301,official
572,Harbert Paege,0,,House Paege,0,0,0,0,0,0,1,,0,0,0.013377926,knight
573,Hamish the Harper,0,,,0,0,1,1,1,0,0,,0,0,0.02006689,smallfolk
574,Halys Hornwood,1,Northmen,House Hornwood,1,1,0,1,0,1,1,,0,0,0.107023411,lord
575,Harghaz,1,Ghiscari,,0,0,0,0,1,0,0,,0,0,0.023411371,smallfolk
576,Hareth (Mole's Town),1,,Night's Watch,0,0,0,0,0,0,0,,0,0,0.050167224,warrior
577,Harlan Grandison,1,,House Grandison,0,0,1,0,0,0,1,,0,0,0.016722408,noble
578,Harle the Handsome,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.013377926,warrior
579,Harle the Huntsman,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.016722408,warrior
580,Harlon Botley,1,Ironborn,House Botley,0,0,0,1,0,0,0,,0,0,0.046822742,noble
581,Harmund Sharp,1,Ironborn,House Sharp,0,0,0,1,0,0,0,,0,0,0.010033445,noble
582,Harlon Greyjoy,1,Ironborn,House Greyjoy,0,0,0,1,0,0,0,,0,0,0.063545151,noble
583,Harodon,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official
584,Harra,0,,House Whent,0,1,0,0,0,0,0,,0,0,0.016722408,smallfolk
585,Harrag Sharp,0,Ironborn,House Sharp,0,1,0,0,0,0,0,,0,0,0.016722408,noble
586,Harrag Hoare,1,Ironborn,,0,0,0,0,0,0,0,,0,0,0.026755853,king
587,Harren Half-Hoare,1,Ironborn,,0,0,0,1,1,0,0,,0,0,0.016722408,warrior
588,Harren Botley,0,Ironborn,House Botley,0,0,0,1,0,0,0,,0,0,0.060200669,noble
589,Harrold Osgrey,1,,House Osgrey,0,0,0,0,0,0,1,,0,0,0.023411371,knight
590,Harry Sawyer,0,,House Sawyer,0,0,0,1,0,0,1,,0,0,0.016722408,knight
591,Harsley,1,,,0,0,1,0,1,0,0,,0,0,0.003344482,smallfolk
592,Harwyn Hoare,1,,,0,0,0,0,0,0,0,,0,0,0.100334448,king
593,Hayhead,1,Northmen,House Stark,0,1,0,0,0,0,0,,0,0,0.016722408,smallfolk
594,Hazrak zo Loraq,1,Ghiscari,House of Loraq,0,0,0,0,1,0,0,,0,0,0.010033445,noble
595,Harwyn Plumm,1,,House Plumm,0,0,1,1,0,0,1,,0,0,0.046822742,noble
596,Helicent Uffering,0,,House Uffering,0,0,0,0,0,0,0,100,0,0,0.023411371,noble
597,Helliweg,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,official
598,Helly,0,,,0,0,1,1,0,0,0,,0,0,0.013377926,smallfolk
599,Helya,0,,House Greyjoy,0,1,1,1,0,0,0,,0,0,0.016722408,smallfolk
600,Henk,1,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk
601,Henly (House Ashford),0,,House Ashford,0,0,0,0,0,0,0,,0,0,0.006688963,smallfolk
602,Herbert Bolling,0,,House Bolling,0,0,0,1,0,0,1,,0,0,0.010033445,knight
603,Hendry Bracken,0,,House Bracken,0,1,0,0,0,0,0,,0,0,0.040133779,noble
604,Heward,0,northmen,House Stark,1,0,0,0,0,0,0,,0,0,0.02006689,smallfolk
605,Hibald,1,,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk
606,Hilmar Drumm,1,Ironborn,House Drumm,0,0,0,1,0,0,0,,0,0,0.006688963,noble
607,Hod,1,,,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk
608,Hoke,0,,House Lannister,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk
609,Holger,0,Vale mountain clans,Stone Crows,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk
610,Hop-Robin,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.033444816,warrior
611,Hugh Beesbury,0,,House Beesbury,0,0,0,1,0,0,1,,0,0,0.013377926,knight
612,Humfrey Clifton,1,,House Clifton,0,0,0,0,1,0,1,,0,0,0.013377926,knight
613,Hunnimore,0,,,0,0,0,0,0,0,1,,0,0,0,official
614,Husband,1,,,0,0,1,1,0,1,0,,0,0,0.043478261,smallfolk
615,Illifer,1,,,0,0,0,1,0,0,1,65,0,0,0.040133779,knight
616,Ironbelly,1,,,0,1,1,0,0,0,0,,0,0,0.010033445,smallfolk
617,Jaehaerys Targaryen (son of Aegon II),1,,House Targaryen,0,0,0,0,0,0,1,6,0,0,0.18729097,noble
618,Jaehaera Targaryen,0,Valyrian,House Targaryen,0,0,0,0,0,1,1,10,0,0,0.280936455,official
619,Jaggot,0,Vale mountain clans,Stone Crows,1,0,0,0,0,0,0,,0,0,0,smallfolk
620,Jaehaerys II Targaryen,1,,,0,0,0,0,0,0,0,,0,0,0.494983278,king
621,Jaime Frey,1,,House Frey,0,0,0,1,0,0,0,6,0,0,0.127090301,noble
622,Jaehaerys I Targaryen,1,,,0,0,0,0,0,0,0,,5,1,0.658862876,king
623,Jate,0,,,0,0,0,1,0,0,0,,0,0,0,smallfolk
624,Jate Blackberry,1,,House Blackberry,0,0,1,0,0,0,0,,0,0,0.010033445,warrior
625,Jasper Waynwood,1,,House Waynwood,0,0,0,1,0,0,0,,0,0,0.056856187,noble
626,Jayde,0,,Chataya's brothel,0,0,1,0,0,0,0,,0,0,0.02006689,smallfolk
627,Jeffory Norcross,1,,House Norcross,0,0,0,1,0,0,1,,0,0,0.006688963,noble
628,Jeffory Mallister,1,,House Mallister,0,1,0,0,0,0,0,,0,0,0.02006689,official
629,Jayne Bracken,0,,House Bracken,0,0,0,0,1,0,0,,0,0,0.030100334,noble
630,Squinty Jeyne,0,,House Osgrey,0,0,0,0,0,0,0,,0,0,0.006688963,smallfolk
631,Jeyne Fossoway,0,,House Fossoway of New Barrel,0,0,0,1,0,1,0,,0,0,0.053511706,noble
632,Jeyne Heddle,0,,Brotherhood Without Banners,0,0,0,1,0,0,0,24,0,0,0.033444816,smallfolk
633,Jeyne Swann,0,,House Swann,0,0,1,0,0,0,0,,0,0,0.016722408,noble
634,Jeyne Westerling (wife of Maegor I),0,,House Westerling,0,0,1,0,0,1,1,20,0,0,0.110367893,official
635,Jeyne Waters,1,Westeros,,0,0,0,0,0,0,0,100,0,0,0.073578595,smallfolk
636,Jeyne Westerling,0,Westermen,House Westerling,0,0,1,1,0,1,1,22,0,0,0.424749164,official
637,Jocelyn Swyft,0,,House Swyft,0,0,0,1,1,0,0,,0,0,0.016722408,noble
638,Jodge,1,,House Lannister,0,1,0,0,0,0,0,,0,0,0.003344482,noble
639,Joanna Swyft,0,,House Swyft,0,0,1,1,0,0,0,,0,0,0.023411371,noble
640,Joanna Lannister,0,Westerman,House Lannister,1,1,1,1,1,1,1,28,5,1,0.230769231,noble
641,Johanna Swann,0,,House Swann,0,0,0,0,0,0,0,,0,0,0.02006689,noble
642,Jommo,1,Dothraki,,1,0,0,1,0,0,0,,0,0,0.010033445,warrior
643,Jommy,1,,House Baratheon,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk
644,Jon Cupps,1,,House Cupps,0,0,0,1,0,1,1,,0,0,0.050167224,knight
645,Jon Heddle,1,,House Heddle,0,0,0,1,0,0,1,,0,0,0.006688963,knight
646,Jon Hollard,1,,House Hollard,0,0,0,1,0,0,1,,0,0,0.026755853,knight
647,Jon Penny,0,,House Penny,0,0,0,1,0,0,0,,0,0,0.006688963,smallfolk
648,Jon Penrose,1,,House Penrose,0,0,0,0,0,0,1,,0,0,0.016722408,knight
649,Jon Pox,1,,,0,0,0,1,0,0,0,,0,0,0.016722408,official
650,Jon Vance,1,,,0,0,0,1,0,0,1,,0,0,0.023411371,official
651,Jon Umber (Smalljon),1,Northmen,House Umber,1,1,1,1,1,0,0,,0,0,0.070234114,noble
652,Jon Umber (Greatjon),1,Northmen,House Umber,1,1,1,1,1,0,1,,0,0,0.183946488,noble
653,Jon Waters,1,,,0,0,0,1,0,0,1,100,0,0,0.076923077,knight
654,Jorquen,1,,Night's Watch,0,0,0,1,0,0,0,,0,0,0.003344482,official
655,Jorgen,1,,House Webber,0,0,0,0,0,0,0,,0,0,0,smallfolk
656,Joseran,0,,,0,0,0,1,0,0,1,,0,0,0.003344482,official
657,Joseth,1,,House Stark,1,1,0,0,0,0,0,,0,0,0.030100334,official
658,Joseth Mallister,0,,House Mallister,0,0,0,0,0,0,1,,0,0,0.013377926,knight
659,Joss,1,,,1,0,0,0,0,0,0,,0,0,0.003344482,smallfolk
660,Joss the Gloom,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk
661,Joth Quickbow,0,,,0,0,1,0,0,0,0,,0,0,0,smallfolk
662,Josua Willum,1,,House Willum,0,1,0,0,0,0,0,,0,0,0.013377926,knight
663,Jurne,0,,,0,1,1,1,0,0,1,,0,0,0.013377926,official
664,Jothos Slynt,1,,House Slynt,0,0,1,0,0,0,0,,0,0,0.023411371,noble
665,Jyck,1,,House Lannister,1,0,0,0,0,0,0,,0,0,0.030100334,smallfolk
666,Jyzene,0,,,0,0,1,1,0,0,0,,0,0,0.013377926,smallfolk
667,Kegs,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.016722408,smallfolk
668,Kella,0,,House Baelish,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
669,Kemmett Pyke,0,Ironborn,,0,0,0,1,1,0,0,,0,0,0.010033445,warrior
670,Kenned,0,Ironborn,,0,1,0,0,0,0,0,,0,0,0.006688963,warrior
671,Ketter,0,,Night's Watch,1,0,0,0,0,0,0,,0,0,0,warrior
672,Kirby Pimm,1,,,0,0,0,0,0,0,1,,0,0,0,knight
673,Kojja Mo,0,Summer Isles,,0,0,0,1,0,0,0,,0,0,0.016722408,warrior
674,Kirth Vance,1,,House Vance of Atranta,0,0,1,1,0,0,0,,0,0,0.026755853,noble
675,Koss,1,,,0,1,0,0,0,0,0,,0,0,0.036789298,warrior
676,Kromm,0,ironborn,House Greyjoy,0,1,0,0,0,0,0,,0,0,0.006688963,smallfolk
677,Kurz,1,,,0,1,0,0,0,0,0,,0,0,0.036789298,warrior
678,Kyle,1,,,0,0,0,0,0,0,1,,0,0,0.026755853,knight
679,Kyle (brotherhood),0,,Brotherhood without banners,0,0,0,0,0,0,0,,0,0,0,smallfolk
680,Kyle Royce,1,,House Royce,0,1,0,0,0,0,0,,0,0,0.02006689,official
681,Kyleg,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.010033445,smallfolk
682,Kym,0,,,0,1,0,0,0,0,1,,0,0,0,official
683,Lamprey,1,,House Baratheon of Dragonstone,0,0,1,0,0,0,0,,0,0,0.010033445,smallfolk
684,Lancel V Lannister,0,,,0,0,0,0,0,0,0,,0,0,0.02006689,king
685,Lanna,0,,,0,0,1,1,0,0,0,20,0,0,0.02006689,smallfolk
686,Lanna (Happy Port),0,Braavosi,Happy Port,0,0,0,1,0,0,0,19,0,0,0.026755853,smallfolk
687,Larraq,1,Ghiscari,,0,0,0,0,1,0,0,,0,0,0.02006689,noble
688,Layna,0,,,0,1,0,0,0,0,0,26,0,0,0.023411371,smallfolk
689,Lem,1,,Brotherhood without banners,0,0,1,1,0,0,0,,0,0,0.08361204,smallfolk
690,Leana Frey,0,,House Frey,0,0,0,1,0,0,0,6,0,0,0.073578595,noble
691,Lennocks,1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
692,Lem (Standfast),0,,House Osgrey,0,0,0,0,0,0,0,100,0,0,0.013377926,smallfolk
693,Lenn,0,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk
694,Lenyl,1,Free Folk,,0,0,1,1,1,0,0,,0,0,0.010033445,smallfolk
695,Lenwood Tawney,1,Ironborn,House Tawney,0,0,0,1,0,0,0,,0,0,0.010033445,noble
696,Leo Tyrell (Longthorn),1,Reach,House Tyrell,0,0,1,0,0,0,1,,0,0,0.053511706,lord
697,Leona Tyrell,0,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.123745819,noble
698,Leo Tyrell (son of Victor),1,,House Tyrell,0,0,1,1,0,1,1,,0,0,0.130434783,knight
699,Lester,0,,House Lannister,0,0,1,1,0,0,0,,0,0,0.016722408,smallfolk
700,Lew (guard),0,Northmen,House Stark,0,0,0,0,0,0,0,,0,0,0,smallfolk
701,Lewis Lanster,1,,Windblown,0,0,0,0,1,0,0,,0,0,0.006688963,smallfolk
702,Lewys Piper,1,Rivermen,House Piper,0,0,0,1,1,0,0,,0,0,0.033444816,noble
703,Leyla Hightower,0,,House Hightower,0,0,0,1,0,1,0,,0,0,0.050167224,noble
704,Lia Serry,0,,House Serry,0,0,1,1,0,1,0,,0,0,0.137123746,noble
705,Liane Vance,0,,House Vance of Wayfarer's Rest,0,0,0,1,0,0,0,,0,0,0.016722408,noble
706,Lister,1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
707,Long Lew,1,,House Tully,0,0,0,0,0,0,0,,0,0,0,smallfolk
708,Lorcas,1,,,0,0,0,1,0,0,0,64,0,0,0.010033445,smallfolk
709,Lorent Lorch,0,,House Lorch,0,0,0,1,1,0,1,,0,0,0.010033445,knight
710,Lorimer,1,,House Lefford,0,0,0,1,0,0,1,,0,0,0.013377926,official
712,Lothar,1,,,0,0,0,0,0,0,1,,0,0,0,official
713,Lorent Tyrell,0,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.127090301,noble
715,Lucan,1,,House Whent,0,1,0,0,0,0,0,,0,0,0.013377926,smallfolk
716,Lucamore Strong,1,,House Strong,0,0,0,1,0,0,1,,0,0,0.016722408,knight
717,Lucantine Woodwright,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,knight
718,Lucas Nayland,0,,House Nayland,0,0,0,0,0,0,1,,0,0,0.003344482,knight
719,Lucas Roote,1,,House Roote,0,0,1,0,0,0,0,,0,0,0.013377926,noble
720,Lucifer Hardy,1,,House Hardy,0,0,0,1,0,0,1,,0,0,0.006688963,noble
721,Luco Prestayn,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.003344482,warrior
722,Lucimore Botley,0,Ironborn,House Botley,0,0,0,1,0,0,0,,0,0,0.046822742,noble
723,Lucos,1,,,0,0,0,1,0,0,0,,0,0,0.006688963,official
724,Luke of Longtown,0,,Night's Watch,0,0,0,0,1,0,0,,0,0,0.013377926,warrior
725,Lucas Tyrell,1,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.123745819,noble
726,Lum,1,westermen,House Lannister,0,0,1,1,0,0,0,,0,0,0.013377926,smallfolk
727,Luton,1,Northmen,House Bolton,0,0,0,0,1,0,0,,0,0,0.023411371,warrior
728,Luthor Tyrell (son of Moryn),0,,House Tyrell,0,0,1,1,0,1,1,,0,0,0.130434783,knight
729,Luthor Tyrell (son of Theodore),1,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.137123746,noble
730,Lymond Mallister,0,,House Mallister,0,0,0,0,0,0,1,,0,0,0.013377926,noble
731,Lync,0,,Night's Watch,0,1,0,0,0,0,0,,0,0,0.006688963,smallfolk
732,Lyonel (knight),1,,House Lannister,0,1,0,0,0,0,1,,0,0,0.013377926,knight
733,Lyonel Bentley,0,,Queensguard,0,0,0,0,0,0,1,,0,0,0.013377926,knight
734,Lyonel Tyrell (lord),1,Reach,House Tyrell,0,0,0,0,0,0,1,,0,0,0.02006689,noble
735,Lysa Meadows,0,,House Meadows,0,0,1,1,0,1,0,,0,0,0.130434783,noble
736,Lyonel Tyrell (son of Leo),0,,House Tyrell,0,0,1,1,0,0,0,,0,0,0.130434783,noble
737,Maddy,0,,House Arryn,0,0,0,1,1,0,0,,0,0,0.013377926,smallfolk
738,Maerie (Goodwife),0,,,0,0,1,0,0,0,1,,0,0,0.003344482,smallfolk
739,Maerie (Whore),0,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
740,Maggy,1,,,0,0,1,1,0,0,0,,0,0,0.056856187,smallfolk
741,Malcolm,0,,,0,1,0,0,0,0,1,,0,0,0.006688963,knight
742,Malleon,1,,,1,0,0,0,0,0,1,,0,0,0.016722408,official
744,Mallor (Knight),1,,,0,0,0,0,0,0,1,,0,0,0,knight
745,Mallor,0,,House Lannister,1,0,0,0,0,0,0,,0,0,0.006688963,knight
746,Manfred Dondarrion,1,,House Dondarrion,0,0,0,0,0,0,1,,0,0,0.010033445,knight
747,Manfred Lothston,1,,House Lothston,0,0,0,0,0,0,0,,0,0,0.010033445,warrior
748,Manfred Swann,0,,House Swann,0,0,1,0,0,0,1,,0,0,0.016722408,knight
749,Manfryd Lothston,1,,House Lothston,0,0,0,1,0,0,0,,0,0,0.006688963,noble
750,Manfryd Yew,0,,House Yew,0,0,0,1,1,0,1,,0,0,0.02006689,knight
751,Marei,1,,Chataya's brothel,0,1,1,1,1,0,0,25,0,0,0.043478261,smallfolk
752,Marghaz zo Loraq,1,Ghiscari,House of Loraq,0,0,0,0,1,0,0,,0,0,0.033444816,official
753,Maris,0,Free folk,,0,0,0,0,1,0,0,,0,0,0.006688963,smallfolk
754,Marq Grafton,1,,House Grafton,0,0,0,1,0,0,0,,0,0,0.030100334,warrior
755,Martyn Mullendore,0,,House Mullendore,0,0,0,1,0,0,1,,0,0,0.006688963,noble
756,Maslyn,0,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.013377926,smallfolk
757,Mathos Mallarawan,0,Qartheen,,0,1,0,0,0,0,0,,0,0,0.016722408,noble
758,Matrice,0,,House Baratheon of Dragonstone,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk
759,Matt,1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
760,Maynard,1,,,0,0,1,1,0,0,1,,0,0,0.013377926,knight
761,Maynard Plumm,1,,House Plumm,0,0,0,0,0,0,1,,0,0,0.023411371,knight
762,Mazdhan zo Loraq,1,Ghiscaricari,House of Loraq,0,0,0,0,1,0,0,,0,0,0.010033445,noble
763,Mebble,1,,,0,1,0,0,0,0,0,,0,0,0.006688963,smallfolk
764,Meha,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.006688963,smallfolk
765,Mela,0,,House Arryn,0,0,0,1,1,0,0,,0,0,0.010033445,smallfolk
766,Meizo Mahr,0,,,0,0,1,0,0,0,0,,0,0,0.006688963,warrior
767,Melaquin,0,,,0,0,0,0,0,0,1,,0,0,0,official
768,Medwick Tyrell,1,,,0,0,1,1,0,0,1,,0,0,0.120401338,official
769,Meliana,0,,,0,0,1,0,0,0,0,,0,0,0,smallfolk
770,Melicent,0,,,0,0,0,1,0,0,0,,0,0,0.003344482,official
771,Mellei,0,,House Martell,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk
772,Melly,0,,Brotherhood Without Banners,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
773,Mellos,1,,,0,0,0,0,0,0,1,,0,0,0.237458194,official
775,Merling Queen,0,Braavosi,,0,0,0,1,1,0,0,,0,0,0.02006689,smallfolk
776,Mero,1,Braavosi,Second Sons,0,0,1,0,1,0,0,,0,0,0.046822742,smallfolk
777,Merrell Florent,1,,House Florent,0,1,1,1,0,0,0,,0,0,0.066889632,noble
778,Michael Mertyns,1,,House Mertyns,0,0,0,1,0,0,1,,0,0,0.006688963,noble
779,Miklaz,0,Ghiscari,,0,0,0,0,1,0,1,,0,0,0.016722408,noble
780,Mollander,1,,,0,0,0,1,0,0,0,,0,0,0.036789298,official
781,Mollos,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,official
782,Moonshadow,0,Braavos,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk
783,Moreo Tumitis,1,,,1,0,0,0,0,0,0,37,0,0,0.010033445,warrior
784,Morgarth,1,,House Baelish,0,0,0,1,1,0,1,,0,0,0.016722408,knight
785,Moro,1,Dothraki,,1,0,0,1,0,0,0,,0,0,0.016722408,warrior
786,Morra,0,,House Martell,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk
787,Morrec,1,,House Lannister,1,0,0,0,0,0,0,,0,0,0.026755853,smallfolk
788,Mors Manwoody,1,,House Manwoody,0,0,1,1,0,0,0,,0,0,0.023411371,noble
789,Mortimer Boggs,1,,House Boggs,0,0,0,0,0,0,1,,0,0,0.013377926,knight
790,Mors Martell (brother of Doran),1,,House Martell,0,0,0,1,0,0,0,0,0,0,0.066889632,noble
791,Mother Mole,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.043478261,smallfolk
792,Mudge (brotherhood),0,,Brotherhood without banners,0,0,0,0,0,0,0,,0,0,0,smallfolk
793,Mudge (miller),1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
794,Mudge (swineherd),1,,House Osgrey,0,0,0,0,0,0,0,,0,0,0,smallfolk
796,Mully,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.050167224,smallfolk
797,Murch,1,,,0,1,0,0,0,0,0,,0,0,0.010033445,warrior
798,Murch (Winterfell),1,Northmen,House Stark,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk
799,Myles (squire),1,,House Tully,0,1,0,0,0,0,0,,0,0,0.013377926,noble
800,Myrtle,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.046822742,warrior
801,Nage,1,,House Bolton,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
802,Nail,0,,Second Sons,0,0,0,0,1,0,0,,0,0,0.013377926,smallfolk
804,Narbo,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk
805,Nan,0,,House Stark,1,1,1,1,1,0,0,,0,0,0.096989967,smallfolk
806,Ned (ferryman),1,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk
807,Nella,0,Free Folk,,0,1,1,1,0,1,0,,0,0,0.02006689,noble
808,Ned Woods,1,Northmen,House Woods,0,0,0,0,1,0,0,,0,0,0.016722408,noble
810,Nightingale,0,,,0,0,0,1,0,0,0,,0,0,0.016722408,smallfolk
811,Nolla,0,,,0,0,1,0,0,0,1,,0,0,0,smallfolk
812,Norjen,0,Ironmen,Drowned men,0,0,0,1,0,0,0,,0,0,0.006688963,smallfolk
813,Norren,1,,,0,0,0,1,0,0,1,,0,0,0.016722408,official
814,Nymos,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official
815,Normund Tyrell,0,,,0,0,1,1,0,0,1,,0,0,0.127090301,official
816,Ocley,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official
817,Ogo,1,Dothraki,,1,0,0,0,0,0,0,,0,0,0.036789298,warrior
819,Old Grey Gull,1,Ironborn,Drowned men,0,0,0,1,1,0,0,,0,0,0.010033445,official
820,Old Tattersalt,1,,Night's Watch,0,0,0,1,1,0,0,,0,0,0.013377926,warrior
821,Old Henly,1,,Night's Watch,0,0,1,0,0,0,0,79,0,0,0.013377926,smallfolk
822,Olyvar Oakheart,1,,House Oakheart,0,0,0,1,0,0,1,,0,0,0.023411371,knight
823,Olene Tyrell,0,,House Tyrell,0,0,1,1,0,1,0,,0,0,0.127090301,noble
825,Orivel,1,,Kingsguard,0,0,0,1,0,0,1,,0,0,0.003344482,knight
826,Orell,1,Free Folk,,0,1,1,1,1,0,0,,0,0,0.080267559,warrior
827,Ormond (knight),0,,,0,0,0,0,0,0,1,,0,0,0,knight
828,Ormond Osgrey,0,,House Osgrey,0,0,0,0,0,0,1,,0,0,0.010033445,lord
829,Ormond Westerling,0,,House Westerling,0,0,0,0,0,0,1,,0,0,0,knight
830,Oro Tendyris,1,Braavosi,,0,1,1,1,0,0,0,,0,0,0.013377926,smallfolk
831,Ormund Wylde,1,,House Wylde,0,0,0,0,1,0,1,,0,0,0.013377926,knight
832,Osmynd,0,,Faith of the Seven,0,1,0,0,0,0,0,,0,0,0.003344482,official
833,Ossy,0,,House Royce of the Gates of the Moon,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk
835,Othor,1,,Night's Watch,1,0,0,0,0,0,0,,0,0,0.056856187,warrior
836,Otter Gimpknee,0,,,0,1,1,0,0,0,0,,0,0,0.006688963,smallfolk
837,Ottomore,1,,,0,0,0,1,0,0,0,,0,0,0.006688963,official
838,Owen (brother of Meribald),1,,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk
